Term_Code,Subject_Code,Division,Catalog_Number,Section,Component_Code,Class_NBR,CLASS_DESCR,Day10_Enroll,class_duration_weekly,Enrl_Cap,Instruction_Mode,TL_Building,TL_Room,SA Facility ID,SA Building Code,SA Building Description,SA Building Short Description,SA Facility Room Number,SA Facility Description,SA Facility Short Description,SA Facility Location,SA Facility Academic Organization,SA Facility Type,SA Facility Capacity,Class_Start_Time,Class_End_Time,Class_Days,AGNROther,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,Exploratory,Finance,GeographySustainab,History,HumanDevelopmentFa,HumanRights,Individualized,InstituteforSystem,Interdisciplinary,InternationalStudi,Journalism,Kinesiology,LatinoLatinAmerica,Law,Linguistics,LiteraturesCulture,Management,MarineSciences,MaritimeStudies,Marketing,MaterialsScienceEn,Mathematics,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,PublicPolicy,RoboticsEngineerin,SocialCriticalInqu,SocialWork,Sociology,SpeechLanguageHear,StatisticalDataSci,Statistics,UConnHealthOther,Sum_Enrollment
1248,STAT,LD,1000Q,002D,DIS,8695,Intro to Statistics I,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,03:35:00 PM,04:25:00 PM,NNNYNNN,3,,,,2,1,1,1,3,1,,,,1,,,,,,1,1,,,1,2,,,,,1,1,3,1,,,,,,,,,3,,,,,1,,,,,,,,,,,,1,,,,,,,,4,,1,,,,,,1,4,,,,,,1,,,,40
1248,STAT,LD,1000Q,003D,DIS,8696,Intro to Statistics I,39,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,09:05:00 AM,09:55:00 AM,NYNNNNN,,2,,,4,,,,3,2,,,,,,,2,,,1,,,,,3,,,,,,3,5,3,1,1,,,,,,1,,,,,,2,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,1,,,,,,,1,,,39
1248,STAT,LD,1000Q,004D,DIS,8697,Intro to Statistics I,40,0:50,40,P,ROWE,320,024600008,0246,Rowe Ctr for Undergraduate Edu,ROWE,320,ROWE 320,ROWE 320,STORRS,,CSRM,45,08:00:00 AM,08:50:00 AM,NNYNNNN,,3,,,3,,,,1,2,,,,,,1,2,1,,,,,,,2,,,,,1,5,3,,,,,,,,,,1,,,,,1,,,4,,,,3,,,,,,,,1,,,,1,,,1,,,,,1,,3,,,,,,,,,,40
1248,STAT,LD,1000Q,005D,DIS,8698,Intro to Statistics I,40,0:50,40,P,BCH,317,003800014,0038,Charles Lewis Beach Hall,BCH,317,BCH 317,BCH 317,STORRS,,CSRM,49,11:15:00 AM,12:05:00 PM,NNNNNYN,2,2,,,2,2,,,1,1,,,,,,,,1,,,,,,,1,,,,,,7,3,,,2,,,,,,,3,,,1,,1,,,1,,2,,,,,,,1,,1,,1,,,,,,1,,,,,,,4,,,,,,,,,,40
1248,STAT,LD,1000Q,006D,DIS,8699,Intro to Statistics I,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,10:10:00 AM,11:00:00 AM,NYNNNNN,1,1,,,3,1,,,2,1,,,,,,,,1,,2,,,,1,2,,,,,1,3,8,,1,,,,,,,,3,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,4,,,,,,1,,,,40
1248,STAT,LD,1000Q,007D,DIS,8700,Intro to Statistics I,40,0:50,40,P,GENT,140,024700007,0247,Charles B. Gentry Building,GENT,140,GENT 140,GENT 140,STORRS,,CSRM,40,12:20:00 PM,01:10:00 PM,NNNNNYN,1,,,,4,1,2,1,,2,,,,,,1,2,1,,,,,,,1,,,,,,9,1,,,,,,,,,1,,,,,,1,,,2,,1,,,,,,,,,,,,,,,1,,1,,1,,,1,1,4,,,,,,,,,,40
1248,STAT,LD,1000Q,015,LEC,8701,Intro to Statistics I,240,2:30,240,P,AUST,108,023800004,0238,Philip E. Austin Building,AUST,108,AUST 108,AUST 108,STORRS,,CSRM,334,12:30:00 PM,01:45:00 PM,NNYNYNN,2,3,,,9,1,,4,7,13,,,,1,,2,4,4,,5,,,1,1,14,,,,,1,35,25,4,,2,2,,,,,3,5,,,,1,8,,,17,,5,,2,,,,4,1,,4,2,3,,1,,4,,9,,,,,6,2,17,,,,,2,3,,,,239
1248,STAT,LD,1000Q,015D,DIS,8702,Intro to Statistics I,40,0:50,40,P,GENT,140,024700007,0247,Charles B. Gentry Building,GENT,140,GENT 140,GENT 140,STORRS,,CSRM,40,09:05:00 AM,09:55:00 AM,NYNNNNN,1,1,,,,,,1,4,2,,,,,,,,1,,,,,,,1,,,,,,1,8,,,,,,,,,1,1,,,,,3,,,6,,2,,,,,,,,,1,1,,,,,1,,1,,,,,,,3,,,,,,,,,,40
1248,STAT,LD,1000Q,016D,DIS,8703,Intro to Statistics I,40,0:50,40,P,BCH,317,003800014,0038,Charles Lewis Beach Hall,BCH,317,BCH 317,BCH 317,STORRS,,CSRM,49,12:20:00 PM,01:10:00 PM,NNNNNYN,,,,,2,,,,,1,,,,1,,,,2,,2,,,,1,2,,,,,,4,5,,,1,1,,,,,1,2,,,,1,2,,,4,,,,,,,,,,,2,,,,,,1,,2,,,,,,1,2,,,,,,,,,,40
1248,STAT,LD,1000Q,017D,DIS,8704,Intro to Statistics I,40,0:50,40,P,AUST,344,023800016,0238,Philip E. Austin Building,AUST,344,AUST 344,AUST 344,STORRS,,CSRM,53,01:25:00 PM,02:15:00 PM,NYNNNNN,,1,,,,,,,,5,,,,,,,2,,,,,,1,,1,,,,,,4,10,1,,,,,,,,,,,,,,1,,,2,,1,,1,,,,1,,,,1,,,,,,,4,,,,,1,1,2,,,,,,,,,,40
1248,STAT,LD,1000Q,018D,DIS,8705,Intro to Statistics I,40,0:50,40,P,AUST,103,023800002,0238,Philip E. Austin Building,AUST,103,AUST 103,AUST 103,STORRS,,CSRM,42,12:20:00 PM,01:10:00 PM,NNNYNNN,,,,,2,,,,,3,,,,,,1,1,1,,,,,,,2,,,,,1,7,1,1,,1,1,,,,,1,1,,,,,1,,,2,,1,,1,,,,,,,1,,2,,,,2,,,,,,,1,,2,,,,,,3,,,,40
1248,STAT,LD,1000Q,019D,DIS,8706,Intro to Statistics I,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,08:00:00 AM,08:50:00 AM,NNNYNNN,1,1,,,5,1,,2,1,1,,,,,,1,,,,2,,,,,6,,,,,,6,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,,6,,,,,,,,,,39
1248,STAT,LD,1000Q,020D,DIS,8707,Intro to Statistics I,40,0:50,40,P,AUST,102,023800001,0238,Philip E. Austin Building,AUST,102,AUST 102,AUST 102,STORRS,,CSRM,40,09:05:00 AM,09:55:00 AM,NNNNNYN,,,,,,,,1,2,1,,,,,,,1,,,1,,,,,2,,,,,,13,1,2,,,,,,,,,,,,,,,,,2,,1,,,,,,3,,,,,1,,1,,,,1,,,,,3,,2,,,,,2,,,,,40
1248,STAT,LD,1000Q,027,LEC,8708,Intro to Statistics I,280,2:30,280,P,AUST,108,023800004,0238,Philip E. Austin Building,AUST,108,AUST 108,AUST 108,STORRS,,CSRM,334,03:30:00 PM,04:45:00 PM,NNYNYNN,2,5,,2,17,1,,9,7,4,,,,1,1,5,7,1,,2,,,,,26,,,,,5,45,14,3,1,1,2,,,,,3,3,,,2,,6,,,9,,1,,1,2,,2,8,,1,4,3,1,,1,,3,1,7,,,,,5,4,42,,,,,3,2,2,3,,280
1248,STAT,LD,1000Q,027D,DIS,8709,Intro to Statistics I,40,0:50,40,P,ROWE,320,024600008,0246,Rowe Ctr for Undergraduate Edu,ROWE,320,ROWE 320,ROWE 320,STORRS,,CSRM,45,09:05:00 AM,09:55:00 AM,NYNNNNN,1,2,,1,1,1,,1,,1,,,,,,,,,,,,,,,2,,,,,,11,,,,,,,,,,1,,,,1,,2,,,1,,,,,,,1,2,,,2,,,,,,,,,,,,,1,1,5,,,,,,1,,1,,40
1248,STAT,LD,1000Q,028D,DIS,8710,Intro to Statistics I,40,0:50,40,P,AUST,103,023800002,0238,Philip E. Austin Building,AUST,103,AUST 103,AUST 103,STORRS,,CSRM,42,10:10:00 AM,11:00:00 AM,NYNNNNN,1,,,,1,,,2,1,,,,,,1,2,3,,,,,,,,5,,,,,,5,4,2,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,,,,,,,,1,,40
1248,STAT,LD,1000Q,029D,DIS,8711,Intro to Statistics I,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,11:15:00 AM,12:05:00 PM,NYNNNNN,,1,,,3,,,1,1,1,,,,,,,1,,,,,,,,3,,,,,1,7,5,,,,1,,,,,,1,,,,,1,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,1,6,,,,,2,,1,,,40
1248,STAT,LD,1000Q,030D,DIS,8712,Intro to Statistics I,40,0:50,40,P,AUST,102,023800001,0238,Philip E. Austin Building,AUST,102,AUST 102,AUST 102,STORRS,,CSRM,40,04:40:00 PM,05:30:00 PM,NNNNNYN,,,,,1,,,1,1,,,,,,,,2,,,1,,,,,5,,,,,1,7,2,,,1,,,,,,1,,,,,,,,,1,,1,,,2,,,2,,,1,1,,,,,1,,1,,,,,,,6,,,,,1,,,,,40
1248,STAT,LD,1000Q,031D,DIS,8713,Intro to Statistics I,40,0:50,40,P,AUST,344,023800016,0238,Philip E. Austin Building,AUST,344,AUST 344,AUST 344,STORRS,,CSRM,53,02:30:00 PM,03:20:00 PM,NYNNNNN,,1,,,4,,,,2,1,,,,,,,1,1,,1,,,,,4,,,,,,4,3,1,,,1,,,,,,,,,,,1,,,1,,,,1,,,,1,,,1,1,1,,1,,,,1,,,,,,,7,,,,,,,,,,40
1248,STAT,LD,1000Q,032D,DIS,8714,Intro to Statistics I,40,0:50,40,P,AUST,102,023800001,0238,Philip E. Austin Building,AUST,102,AUST 102,AUST 102,STORRS,,CSRM,40,08:00:00 AM,08:50:00 AM,NYNNNNN,,,,1,7,,,2,,,,,,,,2,,,,,,,,,3,,,,,,6,,,,,,,,,,,1,,,1,,,,,2,,,,,,,,3,,,,,,,,,,1,1,,,,,2,1,5,,,,,,1,,1,,40
1248,STAT,LD,1000Q,033D,DIS,8715,Intro to Statistics I,40,0:50,40,P,AUST,102,023800001,0238,Philip E. Austin Building,AUST,102,AUST 102,AUST 102,STORRS,,CSRM,40,01:25:00 PM,02:15:00 PM,NNNNNYN,,1,,,,,,2,2,1,,,,1,,1,,,,,,,,,4,,,,,3,5,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,2,,4,,,,,1,,7,,,,,,,1,,,40
1248,STAT,LD,1000Q,331,LEC,1312,Intro to Statistics I,35,2:30,35,P,WTBY,217,391100011,3911,Waterbury Downtown Campus,WTBY,217,WTBY 217,WTBY 217,WATERBURY,,CSRM,35,03:30:00 PM,06:00:00 PM,NNYNNNN,,,,,6,,,,1,1,1,,,,,1,,1,,,,,,,1,,,,,,11,3,,,2,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,35
1248,STAT,LD,1000Q,331D,DIS,1313,Intro to Statistics I,35,1:00,35,P,WTBY,225,391100014,3911,Waterbury Downtown Campus,WTBY,225,WTBY 225,WTBY 225,WATERBURY,,CMLB,27,06:00:00 PM,07:00:00 PM,NNYNNNN,,,,,6,,,,1,1,1,,,,,1,,1,,,,,,,1,,,,,,11,3,,,2,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,35
1248,STAT,LD,1000Q,332,LEC,1314,Intro to Statistics I,35,2:30,35,P,WTBY,218,391100012,3911,Waterbury Downtown Campus,WTBY,218,WTBY 218,WTBY 218,WATERBURY,,CSRM,35,03:35:00 PM,06:05:00 PM,NNNYNNN,,,,1,2,1,,,6,,,1,,,,,,,,,,,,,1,,,,,,12,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,5,,,,,1,,,,,35
1248,STAT,LD,1000Q,332D,DIS,1315,Intro to Statistics I,35,1:00,35,P,WTBY,225,391100014,3911,Waterbury Downtown Campus,WTBY,225,WTBY 225,WTBY 225,WATERBURY,,CMLB,27,06:05:00 PM,07:05:00 PM,NNNYNNN,,,,1,2,1,,,6,,,1,,,,,,,,,,,,,1,,,,,,12,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,5,,,,,1,,,,,35
1248,STAT,LD,1000Q,701,LEC,11746,Intro to Statistics I,35,2:10,35,P,HTB,226,340100014,3401,Hartford Times Building,HTB,226,HTB 226,HTB 226,HARTFORD,,CSRM,50,10:10:00 AM,11:15:00 AM,NYNYNNN,,,,,1,,,,4,,,,,,,,,,,,1,,,,,,,,,1,5,6,,,2,,,,,,,,,,2,,,1,,1,,,,,,,1,,,,3,,,,,,,,2,,,,,,,4,,,,,1,,,,,35
1248,STAT,LD,1000Q,701D,DIS,11747,Intro to Statistics I,35,1:10,35,P,HTB,226,340100014,3401,Hartford Times Building,HTB,226,HTB 226,HTB 226,HARTFORD,,CSRM,50,11:15:00 AM,11:50:00 AM,NYNYNNN,,,,,1,,,,4,,,,,,,,,,,,1,,,,,,,,,1,5,6,,,2,,,,,,,,,,2,,,1,,1,,,,,,,1,,,,3,,,,,,,,2,,,,,,,4,,,,,1,,,,,35
1248,STAT,LD,1000Q,702,LEC,14507,Intro to Statistics I,35,2:30,35,P,HTB,229,340100017,3401,Hartford Times Building,HTB,229,HTB 229,HTB 229,HARTFORD,,CSRM,46,09:05:00 AM,09:55:00 AM,NYNYNYN,,,,,,,,1,6,1,,,,,,,2,,,,,,,,1,,,,,,15,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,3,,,,,,1,,,,35
1248,STAT,LD,1000Q,702D,DIS,14509,Intro to Statistics I,35,0:50,35,P,HTB,229,340100017,3401,Hartford Times Building,HTB,229,HTB 229,HTB 229,HARTFORD,,CSRM,46,10:10:00 AM,11:00:00 AM,NNNYNNN,,,,,,,,1,6,1,,,,,,,2,,,,,,,,1,,,,,,15,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,3,,,,,,1,,,,35
1248,STAT,LD,1000Q,703,LEC,14573,Intro to Statistics I,15,2:30,35,P,HTB,229,340100017,3401,Hartford Times Building,HTB,229,HTB 229,HTB 229,HARTFORD,,CSRM,46,08:00:00 AM,08:50:00 AM,NYNYNYN,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,,,,,15
1248,STAT,LD,1000Q,703D,DIS,14574,Intro to Statistics I,15,0:50,35,P,HTB,229,340100017,3401,Hartford Times Building,HTB,229,HTB 229,HTB 229,HARTFORD,,CSRM,46,10:10:00 AM,11:00:00 AM,NYNNNNN,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,,,,,15
1248,STAT,LD,1000Q,801,LEC,3203,Intro to Statistics I,68,2:30,69,P,DWTN,A2,300400056,3004,Downtown Stamford,DWTN,A2,DWTN A2,DWTN A2,STAMFORD,,CSRM,70,10:10:00 AM,11:00:00 AM,NYNYNYN,,,,,2,,,,4,1,,,,,,1,2,1,,,,,,,2,,,,,1,15,9,,,3,,,,,,,,,,,1,,,,6,,,,,,,1,,,,2,,,,,,,,1,,,,,2,1,12,,,,,,,1,,,68
1248,STAT,LD,1000Q,801D,DIS,3204,Intro to Statistics I,23,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,11:15:00 AM,12:05:00 PM,NYNNNNN,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,,,,4,5,,,2,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,4,,,,,,,,,,23
1248,STAT,LD,1000Q,802D,DIS,3205,Intro to Statistics I,23,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,11:15:00 AM,12:05:00 PM,NNNYNNN,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,8,3,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,1,,,23
1248,STAT,LD,1000Q,803D,DIS,3206,Intro to Statistics I,22,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,11:15:00 AM,12:05:00 PM,NNNNNYN,,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,1,3,1,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,,,,,,,,,,22
1248,STAT,LD,1000Q,804,LEC,3207,Intro to Statistics I,68,2:30,69,P,DWTN,A2,300400056,3004,Downtown Stamford,DWTN,A2,DWTN A2,DWTN A2,STAMFORD,,CSRM,70,01:25:00 PM,02:15:00 PM,NYNYNYN,1,,,,1,,,,2,1,1,,,,,,1,,,,,,,,6,,,,,1,19,4,,,4,,,,,,1,,,,,,,,,4,,1,,,,,,,,,2,,,,,,,,,,1,,,3,2,12,,,,,1,,,,,68
1248,STAT,LD,1000Q,804D,DIS,3208,Intro to Statistics I,22,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,02:30:00 PM,03:20:00 PM,NYNNNNN,,,,,,,,,2,1,,,,,,,,,,,,,,,2,,,,,,6,3,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,1,,3,,,,,,,,,,22
1248,STAT,LD,1000Q,805D,DIS,3209,Intro to Statistics I,24,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,02:30:00 PM,03:20:00 PM,NNNYNNN,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,5,,,,3,,,,,,1,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,,,1,,,,,24
1248,STAT,LD,1000Q,806D,DIS,3210,Intro to Statistics I,22,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,02:30:00 PM,03:20:00 PM,NNNNNYN,,,,,1,,,,,,1,,,,,,1,,,,,,,,2,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,5,,,,,,,,,,22
1248,STAT,LD,1000Q,807,LEC,14421,Intro to Statistics I,45,2:30,69,P,DWTN,A2,300400056,3004,Downtown Stamford,DWTN,A2,DWTN A2,DWTN A2,STAMFORD,,CSRM,70,12:20:00 PM,01:10:00 PM,NYNYNYN,,,,,4,1,,,1,1,,,,,,1,2,,,2,,,,,4,,,,,,10,2,1,,2,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,2,,,,,,1,1,4,,,,,1,,,2,,45
1248,STAT,LD,1000Q,807D,DIS,14422,Intro to Statistics I,22,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,01:25:00 PM,02:15:00 PM,NYNNNNN,,,,,2,,,,,1,,,,,,1,1,,,2,,,,,2,,,,,,5,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,22
1248,STAT,LD,1000Q,808D,DIS,14423,Intro to Statistics I,16,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,01:25:00 PM,02:15:00 PM,NNNYNNN,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,2,,,,,1,,,,,16
1248,STAT,LD,1000Q,809D,DIS,14424,Intro to Statistics I,7,0:50,23,P,DWTN,305A,300400048,3004,Downtown Stamford,DWTN,305A,DWTN 305A,DWTN 305A,STAMFORD,,CMLB,28,01:25:00 PM,02:15:00 PM,NNNNNYN,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,7
1248,STAT,LD,1100Q,001,LEC,8716,Elem Concepts of Stats,279,2:30,280,P,ITE,C80,043400018,0434,Info Tech Engineering Building,ITE,C80,ITE C80,ITE C80,STORRS,,CSRM,350,09:30:00 AM,10:45:00 AM,NNYNYNN,3,,,2,10,24,2,2,13,8,,,,,,2,4,1,,2,1,,,1,12,,,,,2,57,14,,2,1,,,,,,1,2,,,,1,9,1,,9,,3,1,3,1,2,,3,1,,2,5,1,,,,9,2,6,,,1,,3,1,38,,,,,3,3,4,1,,279
1248,STAT,LD,1100Q,001D,DIS,8717,Elem Concepts of Stats,40,0:50,40,P,GENT,140,024700007,0247,Charles B. Gentry Building,GENT,140,GENT 140,GENT 140,STORRS,,CSRM,40,09:05:00 AM,09:55:00 AM,NNNYNNN,1,,,2,1,1,,,1,3,,,,,,,1,,,,,,,,3,,,,,1,11,2,,,,,,,,,,,,,,,3,,,1,,1,,,,,,,,,,,,,,,2,,2,,,,,,,3,,,,,1,,,,,40
1248,STAT,LD,1100Q,002D,DIS,8718,Elem Concepts of Stats,40,0:50,40,P,BCH,443,003800018,0038,Charles Lewis Beach Hall,BCH,443,BCH 443,BCH 443,STORRS,,CSRM,45,12:20:00 PM,01:10:00 PM,NNNYNNN,,,,,2,2,1,,2,3,,,,,,,1,,,,,,,,,,,,,,9,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,1,,10,,,,,,,1,,,40
1248,STAT,LD,1100Q,003D,DIS,8719,Elem Concepts of Stats,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,10:10:00 AM,11:00:00 AM,NNNYNNN,,,,,1,4,1,,2,,,,,,,,1,1,,1,,,,,,,,,,,16,2,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,,,,2,1,,,,,,1,,,,,,,1,,,,,1,,1,,,40
1248,STAT,LD,1100Q,004D,DIS,8720,Elem Concepts of Stats,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,11:15:00 AM,12:05:00 PM,NNNYNNN,1,,,,,5,,,2,1,,,,,,,,,,1,,,,,1,,,,,,6,4,,1,1,,,,,,,,,,,,1,,,,,,,2,,,,,,,1,1,,,,,1,,1,,,,,,,7,,,,,,1,1,1,,40
1248,STAT,LD,1100Q,005D,DIS,8721,Elem Concepts of Stats,40,0:50,40,P,AUST,102,023800001,0238,Philip E. Austin Building,AUST,102,AUST 102,AUST 102,STORRS,,CSRM,40,08:00:00 AM,08:50:00 AM,NNNNNYN,1,,,,2,8,,,2,,,,,,,1,,,,,,,,1,2,,,,,,7,2,,,,,,,,,,,,,,,1,,,4,,1,,,,2,,1,,,,,,,,,1,,,,,,,1,,2,,,,,,1,,,,40
1248,STAT,LD,1100Q,006D,DIS,8722,Elem Concepts of Stats,40,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,09:05:00 AM,09:55:00 AM,NNNNNYN,,,,,3,1,,2,1,,,,,,,,1,,,,1,,,,2,,,,,,8,,,,,,,,,,,1,,,,,,,,2,,,1,,1,,,,1,,1,1,,,,,1,1,1,,,,,1,1,7,,,,,,1,,,,40
1248,STAT,LD,1100Q,007D,DIS,8723,Elem Concepts of Stats,39,0:50,40,P,BCH,302,003800012,0038,Charles Lewis Beach Hall,BCH,302,BCH 302,BCH 302,STORRS,,CSRM,40,03:35:00 PM,04:25:00 PM,NNNNNYN,,,,,1,3,,,3,1,,,,,,1,,,,,,,,,4,,,,,1,,3,,,,,,,,,,,,,,1,2,1,,2,,1,,,,,,1,,,,,,,,,3,1,,,,,,,,8,,,,,1,,1,,,39
1248,STAT,LD,1100Q,015,LEC,8724,Elem Concepts of Stats,279,2:30,280,P,AUST,108,023800004,0238,Philip E. Austin Building,AUST,108,AUST 108,AUST 108,STORRS,,CSRM,334,09:05:00 AM,09:55:00 AM,NYNYNYN,8,4,,3,15,11,1,,5,14,,,,,,3,1,2,,2,,,,,8,,,,,,53,5,5,2,3,,,,,,1,1,,,1,1,3,3,,1,,1,1,5,1,4,,6,2,2,1,3,1,,,,18,5,7,,1,,,10,12,37,,,,,4,,,2,,279
1248,STAT,LD,1100Q,015D,DIS,8725,Elem Concepts of Stats,39,0:50,40,P,GENT,140,024700007,0247,Charles B. Gentry Building,GENT,140,GENT 140,GENT 140,STORRS,,CSRM,40,02:30:00 PM,03:20:00 PM,NYNNNNN,,,,1,1,2,,,1,3,,,,,,,,1,,1,,,,,,,,,,,5,,2,,1,,,,,,,,,,,,,1,,,,,,2,,,,1,,,,1,,,,,7,,,,,,,2,,7,,,,,,,,,,39
1248,STAT,LD,1100Q,016D,DIS,8726,Elem Concepts of Stats,40,0:50,40,P,AUST,163,023800006,0238,Philip E. Austin Building,AUST,163,AUST 163,AUST 163,STORRS,,CSRM,60,02:30:00 PM,03:20:00 PM,NNNYNNN,2,2,,,3,,,,,2,,,,,,1,,,,,,,,,1,,,,,,9,1,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,1,,,,,,,,,1,,,,1,,,3,3,6,,,,,,,,,,40
1248,STAT,LD,1100Q,017D,DIS,8727,Elem Concepts of Stats,40,0:50,40,P,GENT,140,024700007,0247,Charles B. Gentry Building,GENT,140,GENT 140,GENT 140,STORRS,,CSRM,40,08:00:00 AM,08:50:00 AM,NNNYNNN,2,,,,3,3,1,,1,2,,,,,,,,,,,,,,,1,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,2,,,,,,,6,,,,,2,,,,,40
