Subject_Code,Subject_Course,CLASS_DESCR,building,building_code,Room,Term_Code,TERM,Catalog_Number,Section,class_duration_weekly,Duration_minutes,Division,Component_Code,Class_NBR,Day10_Enroll,WSCH_Max,Enrl_Cap,Capacity,Room_Description,ACES,AGNROther,AcademicServices,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AmericanStudies,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,ComputerScienceEng,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,EnvironmentalStudi,Exploratory,Finance,Geography,GlobalAffairs,History,HumanDevelopmentFa,Individualized,Interdisciplinary,Journalism,Kinesiology,LatinoLatinAmerica,Linguistics,LiteraturesCulture,Management,MarineSciences,Marketing,MaterialsScienceEn,Mathematics,MechanicalEngineer,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,No_Department,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,RoboticsEngineerin,SocialWork,Sociology,SpeechLanguageHear,Statistics,UConnHealthOther,UrbanCommunityStud,WomenGenderSexuali,Sum_Enrollment,Bldg_Description
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,022L,2:00,120,LD,LAB,12234,10,48,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,10,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,021L,2:00,120,LD,LAB,12233,22,48,24,24,Class Laboratory,,,,,,,,,1,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,2,,,,,,,,,,,1,,,,,,,,,,1,,3,,,,,,1,5,,,,2,,,,,22,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,011L,2:00,120,LD,LAB,4093,21,48,24,24,Class Laboratory,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,4,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,,,,,1,,4,,,,1,,,,,21,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,010L,2:00,120,LD,LAB,10494,22,48,24,24,Class Laboratory,,,,1,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,10,,,,,,,,,22,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,008L,2:00,120,LD,LAB,10492,22,48,24,24,Class Laboratory,,,,,,,,,1,1,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,2,,,,,,,,1,,,1,,,,6,,,,,,,1,,22,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,006L,2:00,120,LD,LAB,4092,23,48,24,24,Class Laboratory,,,,1,,,,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,4,,,1,4,,,,,23,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1102,Foundations of Biology,252,TLS,303,1238,Fall 2023,1102,004L,2:00,120,LD,LAB,4091,24,48,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,5,,,,,1,,,,,,,1,,,2,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,4,,,1,1,1,,,,24,TORREY LIFE SCIENCES BUILDING
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,003L,1:50,110,LD,LAB,5183,20,37,20,20,Class Laboratory,,,,,,,,,,,,,,1,,,,4,,,7,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,004L,1:50,110,LD,LAB,5184,19,37,20,20,Class Laboratory,,,,,,,,,,,,,,4,,,,4,1,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,005L,1:50,110,LD,LAB,5185,19,37,20,20,Class Laboratory,,,,,,,,,,,,,,,,1,,,,,3,,,1,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,028L,1:50,110,LD,LAB,10779,20,37,20,20,Class Laboratory,,,,,,,,,,,,,,5,,,1,4,,,3,,,,,,,,1,,,1,,,,2,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,039L,1:50,110,LD,LAB,14037,20,37,20,20,Class Laboratory,,,1,,,,1,,,,,1,,,,2,,3,,,5,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,034L,1:50,110,LD,LAB,5193,20,37,20,20,Class Laboratory,,,,1,,,,,,,,,,1,,,,1,,,7,,,,,2,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,038L,1:50,110,LD,LAB,10780,19,37,20,20,Class Laboratory,,,,,,,,,,,,,,3,,1,,,,,4,,,,,1,,,2,,,2,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,047L,1:50,110,LD,LAB,11973,16,37,20,20,Class Laboratory,,,,,,,,,,,,,,1,,1,,2,,,6,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,16,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,018L,1:50,110,LD,LAB,10777,20,37,20,20,Class Laboratory,,,,,,,,,,,,,,,,1,,2,,,11,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,017L,1:50,110,LD,LAB,5264,20,37,20,20,Class Laboratory,,,,,,,,,,,,,,1,,1,,2,,,10,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,015L,1:50,110,LD,LAB,5188,19,37,20,20,Class Laboratory,,,,1,,,1,,,,,1,,,,,,,1,,5,,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,013L,1:50,110,LD,LAB,5266,19,37,20,20,Class Laboratory,,,,,,,,,,,,,,4,,,,6,,,4,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,007L,1:50,110,LD,LAB,5495,19,37,20,20,Class Laboratory,,,,,,,,,,,,,,1,,,,2,,,6,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,019L,1:50,110,LD,LAB,10778,20,37,20,20,Class Laboratory,,,,,,,,,,,,,,2,,1,,2,,,5,,,,,2,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,016L,1:50,110,LD,LAB,5189,20,37,20,20,Class Laboratory,,,1,,,,,,,,,,,7,,2,,1,,,6,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,006L,1:50,110,LD,LAB,5263,18,37,20,20,Class Laboratory,,,,,,,,,,,,,,2,,1,,5,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,18,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,012L,1:50,110,LD,LAB,5187,20,37,20,20,Class Laboratory,,,,,,,,,,,,,,1,,1,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,305,1238,Fall 2023,1010,032L,1:50,110,LD,LAB,5191,19,37,20,20,Class Laboratory,,,,,,,,,,,,,,2,,1,,,1,,5,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,001L,1:50,110,LD,LAB,5181,20,51,20,28,Class Laboratory,,,,,,,,,,,,,,3,,,,1,,,6,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,037L,1:50,110,LD,LAB,5498,20,51,20,28,Class Laboratory,,,,,,,,,,,,,1,,,1,,1,,,2,,,,,,,,,,,1,,1,,5,2,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,035L,1:50,110,LD,LAB,5265,17,51,20,28,Class Laboratory,,,,,,,,,,,,,1,1,,1,,,1,2,6,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,17,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,025L,1:50,110,LD,LAB,7383,20,51,20,28,Class Laboratory,,,,,,,,,,,,,,1,,1,,1,,,7,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,023L,1:50,110,LD,LAB,7381,20,51,20,28,Class Laboratory,,,,,,,,,,,,,,,,,,2,,,3,,,,,1,,,2,,,1,,,,2,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,022L,1:50,110,LD,LAB,7380,20,51,20,28,Class Laboratory,,,,,,,,,,,,,,1,,1,,1,,,7,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,021L,1:50,110,LD,LAB,7379,20,51,20,28,Class Laboratory,,,,,,,,,,,,,,3,,,,2,,,5,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,024L,1:50,110,LD,LAB,7382,18,51,20,28,Class Laboratory,,,,,,,,,,,,,,,,,,2,,,4,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,036L,1:50,110,LD,LAB,5497,20,51,20,28,Class Laboratory,,,,,,1,,,,,,,,3,,,,1,,,4,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,19,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,011L,1:50,110,LD,LAB,5186,20,51,20,28,Class Laboratory,,,,,,,,,,,,,,3,,,,3,,,4,,,,,3,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,002L,1:50,110,LD,LAB,5182,20,51,20,28,Class Laboratory,,,,,,,,,,,,1,,2,,,,3,,,9,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ENGINEERING II
CSE,CSE_1010,Intro Computing for Engineers,239,E2,306,1238,Fall 2023,1010,048L,1:50,110,LD,LAB,11974,17,51,20,28,Class Laboratory,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,,,,1,,,2,,,,3,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,17,ENGINEERING II
CSE,CSE_3100,Systems Programming,239,E2,306,1238,Fall 2023,3100,002L,1:50,110,UD,LAB,7387,25,51,25,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,21,,,,,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,ENGINEERING II
CSE,CSE_3100,Systems Programming,239,E2,306,1238,Fall 2023,3100,004L,1:50,110,UD,LAB,10791,23,51,24,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,23,ENGINEERING II
CSE,CSE_2102,Intro to Software Engineering,239,E2,306,1238,Fall 2023,2102,004L,0:50,50,LD,LAB,10790,25,23,24,28,Class Laboratory,,,,,,,,,,,,,,,,,,1,,,19,,,,,,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,25,ENGINEERING II
CSE,CSE_2102,Intro to Software Engineering,239,E2,306,1238,Fall 2023,2102,003L,0:50,50,LD,LAB,8976,25,23,24,28,Class Laboratory,,,,,,,,,,,,,1,,,,,,,,19,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,25,ENGINEERING II
CSE,CSE_2102,Intro to Software Engineering,239,E2,306,1238,Fall 2023,2102,005L,0:50,50,LD,LAB,11983,22,23,24,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,22,ENGINEERING II
CSE,CSE_3100,Systems Programming,239,E2,306,1238,Fall 2023,3100,001L,1:50,110,UD,LAB,6785,25,51,25,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,16,,,,,1,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,25,ENGINEERING II
CSE,CSE_2102,Intro to Software Engineering,239,E2,306,1238,Fall 2023,2102,001L,0:50,50,LD,LAB,4066,25,23,24,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,25,ENGINEERING II
CSE,CSE_2102,Intro to Software Engineering,239,E2,306,1238,Fall 2023,2102,002L,0:50,50,LD,LAB,4067,24,23,24,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,24,ENGINEERING II
CSE,CSE_3100,Systems Programming,239,E2,306,1238,Fall 2023,3100,003L,1:50,110,UD,LAB,7781,25,51,25,28,Class Laboratory,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,4,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,25,ENGINEERING II
ECON,ECON_2311Q,Econometrics I,486,OAK,308,1238,Fall 2023,2311Q,003L,0:50,50,LD,LAB,12398,28,25,30,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,23,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,OAK HALL
ECON,ECON_2311Q,Econometrics I,486,OAK,308,1238,Fall 2023,2311Q,002L,0:50,50,LD,LAB,11410,30,25,30,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,2,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,OAK HALL
ECON,ECON_2311Q,Econometrics I,486,OAK,308,1238,Fall 2023,2311Q,001L,0:50,50,LD,LAB,9267,30,25,30,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,30,OAK HALL
BIOL,BIOL_1110,Introduction to Botany,252,TLS,309,1238,Fall 2023,1110,001L,3:00,180,LD,LAB,6985,19,72,20,24,Class Laboratory,,,,,,,,,,1,,,2,,,,,,,,,,,1,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,2,1,,,,,,,,,,,,,,,,19,TORREY LIFE SCIENCES BUILDING
BIOL,BIOL_1110,Introduction to Botany,252,TLS,309,1238,Fall 2023,1110,002L,3:00,180,LD,LAB,6986,17,72,20,24,Class Laboratory,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,8,,,,,,,,,,,,,,,,,17,TORREY LIFE SCIENCES BUILDING
EEB,EEB_4250,General Entomology,252,TLS,313,1238,Fall 2023,4250,001L,4:00,240,UD,LAB,12784,15,96,16,24,Class Laboratory,,1,,,,,,,,1,,,3,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,TORREY LIFE SCIENCES BUILDING
PHRX,PHRX_4063,Pharmacy Skills Developmnt III,415,PBB,334,1238,Fall 2023,4063,004L,1:25,85,UD,LAB,8939,9,43,22,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,9,PHARMACY/BIOLOGY BUILDING
PHRX,PHRX_4063,Pharmacy Skills Developmnt III,415,PBB,334,1238,Fall 2023,4063,003L,1:25,85,UD,LAB,8938,22,43,22,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,22,PHARMACY/BIOLOGY BUILDING
PHRX,PHRX_4063,Pharmacy Skills Developmnt III,415,PBB,334,1238,Fall 2023,4063,001L,1:25,85,UD,LAB,8935,18,43,18,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,18,PHARMACY/BIOLOGY BUILDING
PHRX,PHRX_4063,Pharmacy Skills Developmnt III,415,PBB,334,1238,Fall 2023,4063,002L,1:25,85,UD,LAB,8937,22,43,22,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,22,PHARMACY/BIOLOGY BUILDING
JOUR,JOUR_2000W,Newswriting I,486,OAK,472,1238,Fall 2023,2000W,003L,1:55,115,LD,LAB,3574,16,31,16,16,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,4,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,16,OAK HALL
JOUR,JOUR_2000W,Newswriting I,486,OAK,472,1238,Fall 2023,2000W,001L,1:55,115,LD,LAB,3572,16,31,16,16,Class Laboratory,,,,,,1,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,2,,1,1,,,,1,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OAK HALL
JOUR,JOUR_2000W,Newswriting I,486,OAK,472,1238,Fall 2023,2000W,002L,1:55,115,LD,LAB,3573,16,31,16,16,Class Laboratory,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,1,,,,,1,1,1,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,16,OAK HALL
JOUR,JOUR_2000W,Newswriting I,486,OAK,473,1238,Fall 2023,2000W,004L,1:55,115,LD,LAB,10604,16,31,16,16,Class Laboratory,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,16,OAK HALL
EEB,EEB_4230W,Methods of Ecology,252,TLS,477,1238,Fall 2023,4230W,001L,6:00,360,UD,LAB,13685,5,108,15,18,Class Laboratory,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,TORREY LIFE SCIENCES BUILDING
PATH,PATH_2095,Special Topics,40,ATWR,A002,1238,Fall 2023,2095,003L,3:00,180,LD,LAB,13997,5,72,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,
PATH,PATH_2095,Special Topics,40,ATWR,A002,1238,Fall 2023,2095,1,6:00,360,LD,LAB,13994,4,144,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4,
PATH,PATH_2095,Special Topics,40,ATWR,A002,1238,Fall 2023,2095,004L,3:00,180,LD,LAB,13998,5,72,24,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,
PSYC,PSYC_3251,Lab Physiological Psychology,349,BOUS,A007,1238,Fall 2023,3251,1,3:00,180,UD,LAB,5135,15,54,15,18,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,13,,,,,,,,,15,BOUSFIELD PSYCHOLOGY BLDG
ECE,ECE_3225,Optical Engineering Laboratory,434,ITE,C11,1238,Fall 2023,3225,1,4:00,240,UD,LAB,6244,11,48,12,12,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,INFORMATION TECHNOLOGY BUILDING
CSE,CSE_3100,Systems Programming,434,ITE,C13,1238,Fall 2023,3100,033L,1:50,110,UD,LAB,14395,19,35,19,19,Class Laboratory,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,INFORMATION TECHNOLOGY BUILDING
CSE,CSE_3100,Systems Programming,434,ITE,C13,1238,Fall 2023,3100,032L,1:50,110,UD,LAB,14394,18,35,19,19,Class Laboratory,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,INFORMATION TECHNOLOGY BUILDING
CSE,CSE_2050,Data Struc and Obj-Orient Des,434,ITE,C13,1238,Fall 2023,2050,044L,1:15,75,LD,LAB,16113,10,24,19,19,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,1,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10,INFORMATION TECHNOLOGY BUILDING
CSE,CSE_2050,Data Struc and Obj-Orient Des,434,ITE,C13,1238,Fall 2023,2050,043L,1:15,75,LD,LAB,16112,18,24,19,19,Class Laboratory,,,,,,,,,,,,,,,,,,,1,1,8,,,,,1,,,,,,,,,,2,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,18,INFORMATION TECHNOLOGY BUILDING
